测点编号|监测时间|应变值(με)|温度(℃)
S-SA-AL1|2017-05-18 10:49:03|-261|31
S-SA-AL1|2017-05-18 10:49:18|-267|34
S-SA-AL1|2017-05-18 10:49:32|-344|33
S-SA-AL1|2017-05-18 10:49:46|-281|34
S-SA-AL1|2017-05-18 10:50:00|-355|32
S-SA-AL1|2017-05-18 10:50:15|-292|33
S-SA-AL1|2017-05-18 10:50:29|-297|34
S-SA-AL1|2017-05-18 10:50:43|-306|33
S-SA-AL1|2017-05-18 10:50:57|-383|32
S-SA-AL1|2017-05-18 10:51:12|-317|32
S-SA-AL1|2017-05-18 10:51:26|-322|30
S-SA-AL1|2017-05-18 10:51:40|-262|31
S-SA-AL1|2017-05-18 10:51:54|-335|30
S-SA-AL1|2017-05-18 10:52:09|-269|33
S-SA-AL1|2017-05-18 10:52:23|-341|33
S-SA-AL1|2017-05-18 10:52:37|-281|34
S-SA-AL1|2017-05-18 10:52:52|-282|33
S-SA-AL1|2017-05-18 10:53:06|-359|32
S-SA-AL1|2017-05-18 10:53:20|-296|33
S-SA-AL1|2017-05-18 10:53:34|-301|34
S-SA-AL1|2017-05-18 10:53:49|-306|30
S-SA-AL1|2017-05-18 10:54:03|-379|32
S-SA-AL1|2017-05-18 10:54:17|-386|32
S-SA-AL1|2017-05-18 10:54:32|-388|34
S-SA-AL1|2017-05-18 10:54:46|-393|32
S-SA-AL1|2017-05-18 10:55:00|-329|34
S-SA-AL1|2017-05-18 10:55:14|-334|32
S-SA-AL1|2017-05-18 10:55:29|-272|33
S-SA-AL1|2017-05-18 10:55:43|-277|31
S-SA-AL1|2017-05-18 10:55:57|-285|34
S-SA-AL1|2017-05-18 10:56:11|-287|33
S-SA-AL1|2017-05-18 10:56:26|-286|33
S-SA-AL1|2017-05-18 10:56:40|-362|32
S-SA-AL1|2017-05-18 10:56:55|-289|31
S-SA-AL1|2017-05-18 10:57:09|-363|34
S-SA-AL1|2017-05-18 10:57:23|-299|30
S-SA-AL1|2017-05-18 10:57:38|-304|31
S-SA-AL1|2017-05-18 10:57:52|-308|32
S-SA-AL1|2017-05-18 10:58:06|-381|34
S-SA-AL1|2017-05-18 10:58:21|-386|30
S-SA-AL1|2017-05-18 10:58:35|-318|31
S-SA-AL1|2017-05-18 10:58:49|-394|32
S-SA-AL1|2017-05-18 10:59:03|-327|30
S-SA-AL1|2017-05-18 10:59:18|-264|31
S-SA-AL1|2017-05-18 10:59:32|-265|33
S-SA-AL1|2017-05-18 10:59:46|-341|30
S-SA-AL1|2017-05-18 11:00:02|-346|31
S-SA-AL1|2017-05-18 11:00:17|-278|31
S-SA-AL1|2017-05-18 11:00:32|-344|31
S-SA-AL1|2017-05-18 11:00:46|-349|32
S-SA-AL1|2017-05-18 11:01:00|-289|32
S-SA-AL1|2017-05-18 11:01:15|-289|32
S-SA-AL1|2017-05-18 11:01:29|-294|30
S-SA-AL1|2017-05-18 11:01:43|-299|33
S-SA-AL1|2017-05-18 11:01:57|-304|31
S-SA-AL1|2017-05-18 11:02:12|-378|34
S-SA-AL1|2017-05-18 11:02:26|-307|30
S-SA-AL1|2017-05-18 11:02:40|-385|31
S-SA-AL1|2017-05-18 11:02:55|-323|32
S-SA-AL1|2017-05-18 11:03:09|-329|30
S-SA-AL1|2017-05-18 11:03:23|-270|30
S-SA-AL1|2017-05-18 11:03:37|-338|32
S-SA-AL1|2017-05-18 11:03:52|-273|31
S-SA-AL1|2017-05-18 11:04:07|-399|30
S-SA-AL1|2017-05-18 11:04:21|-329|34
S-SA-AL1|2017-05-18 11:04:35|-262|31
S-SA-AL1|2017-05-18 11:04:50|-329|31
S-SA-AL1|2017-05-18 11:05:04|-333|34
S-SA-AL1|2017-05-18 11:05:21|-316|32
S-SA-AL1|2017-05-18 11:05:41|-287|31
S-SA-AL1|2017-05-18 11:06:01|-320|32
S-SA-AL1|2017-05-18 11:06:18|-346|34
S-SA-AL1|2017-05-18 11:06:32|-278|32
S-SA-AL1|2017-05-18 11:06:47|-351|30
S-SA-AL1|2017-05-18 11:07:01|-356|33
S-SA-AL1|2017-05-18 11:07:15|-364|30
S-SA-AL1|2017-05-18 11:07:30|-297|33
S-SA-AL1|2017-05-18 11:07:44|-305|33
S-SA-AL1|2017-05-18 11:07:58|-378|30
S-SA-AL1|2017-05-18 11:08:13|-382|31
S-SA-AL1|2017-05-18 11:08:27|-386|32
S-SA-AL1|2017-05-18 11:08:41|-320|32
S-SA-AL1|2017-05-18 11:08:55|-396|31
S-SA-AL1|2017-05-18 11:09:10|-329|34
S-SA-AL1|2017-05-18 11:09:24|-262|31
S-SA-AL1|2017-05-18 11:09:38|-338|31
S-SA-AL1|2017-05-18 11:09:53|-272|30
S-SA-AL1|2017-05-18 11:10:07|-348|32
S-SA-AL1|2017-05-18 11:10:21|-284|34
S-SA-AL1|2017-05-18 11:10:36|-354|32
S-SA-AL1|2017-05-18 11:10:50|-288|32
S-SA-AL1|2017-05-18 11:11:04|-361|34
S-SA-AL1|2017-05-18 11:11:19|-366|30
S-SA-AL1|2017-05-18 11:11:33|-299|33
S-SA-AL1|2017-05-18 11:11:47|-372|30
S-SA-AL1|2017-05-18 11:12:02|-376|31
S-SA-AL1|2017-05-18 11:12:16|-309|31
S-SA-AL1|2017-05-18 11:12:30|-381|32
S-SA-AL1|2017-05-18 11:12:45|-385|33
S-SA-AL1|2017-05-18 11:12:59|-318|33
S-SA-AL1|2017-05-18 11:13:13|-393|30
S-SA-AL1|2017-05-18 11:13:28|-397|31
S-SA-AL1|2017-05-18 11:13:42|-327|34
S-SA-AL1|2017-05-18 11:13:56|-331|30
S-SA-AL1|2017-05-18 11:14:11|-336|31
S-SA-AL1|2017-05-18 11:14:25|-267|32
S-SA-AL1|2017-05-18 11:14:41|-334|31
S-SA-AL1|2017-05-18 11:14:59|-279|31
S-SA-AL1|2017-05-18 11:15:18|-358|30
S-SA-AL1|2017-05-18 11:15:38|-272|31
S-SA-AL1|2017-05-18 11:15:53|-367|30
S-SA-AL1|2017-05-18 11:16:07|-302|34
S-SA-AL1|2017-05-18 11:16:21|-380|31
S-SA-AL1|2017-05-18 11:16:36|-314|30
S-SA-AL1|2017-05-18 11:16:50|-390|32
S-SA-AL1|2017-05-18 11:17:04|-317|31
S-SA-AL1|2017-05-18 11:17:19|-318|31
S-SA-AL1|2017-05-18 11:17:33|-393|33
S-SA-AL1|2017-05-18 11:17:48|-325|33
S-SA-AL1|2017-05-18 11:18:02|-397|33
S-SA-AL1|2017-05-18 11:18:16|-391|33
S-SA-AL1|2017-05-18 11:18:31|-392|30
S-SA-AL1|2017-05-18 11:18:45|-328|34
S-SA-AL1|2017-05-18 11:19:00|-397|30
S-SA-AL1|2017-05-18 11:19:14|-330|30
S-SA-AL1|2017-05-18 11:19:28|-333|34
S-SA-AL1|2017-05-18 11:19:43|-266|34
S-SA-AL1|2017-05-18 11:19:57|-341|33
S-SA-AL1|2017-05-18 11:20:11|-270|30
S-SA-AL1|2017-05-18 11:20:26|-346|34
S-SA-AL1|2017-05-18 11:20:40|-347|34
S-SA-AL1|2017-05-18 11:20:54|-279|34
S-SA-AL1|2017-05-18 11:21:09|-351|34
S-SA-AL1|2017-05-18 11:21:23|-287|33
S-SA-AL1|2017-05-18 11:21:37|-288|30
S-SA-AL1|2017-05-18 11:21:52|-292|34
S-SA-AL1|2017-05-18 11:22:06|-293|31
S-SA-AL1|2017-05-18 11:22:20|-300|33
S-SA-AL1|2017-05-18 11:22:35|-301|30
S-SA-AL1|2017-05-18 11:22:49|-373|31
S-SA-AL1|2017-05-18 11:23:04|-305|34
S-SA-AL1|2017-05-18 11:23:18|-377|34
S-SA-AL1|2017-05-18 11:23:32|-310|34
S-SA-AL1|2017-05-18 11:23:47|-382|32
S-SA-AL1|2017-05-18 11:24:01|-381|34
S-SA-AL1|2017-05-18 11:24:15|-389|34
S-SA-AL1|2017-05-18 11:24:30|-390|31
S-SA-AL1|2017-05-18 11:24:44|-390|31
S-SA-AL1|2017-05-18 11:24:58|-323|31
S-SA-AL1|2017-05-18 11:25:13|-393|30
S-SA-AL1|2017-05-18 11:25:27|-397|33
S-SA-AL1|2017-05-18 11:25:42|-398|30
S-SA-AL1|2017-05-18 11:25:59|-376|32
S-SA-AL1|2017-05-18 11:26:24|-345|32
S-SA-AL1|2017-05-18 11:26:45|-391|32
S-SA-AL1|2017-05-18 11:26:59|-353|31
S-SA-AL1|2017-05-18 11:27:14|-350|31
S-SA-AL1|2017-05-18 11:27:28|-355|32
S-SA-AL1|2017-05-18 11:27:42|-362|32
S-SA-AL1|2017-05-18 11:27:57|-358|33
S-SA-AL1|2017-05-18 11:28:11|-362|32
S-SA-AL1|2017-05-18 11:28:26|-356|33
S-SA-AL1|2017-05-18 11:28:40|-357|30
S-SA-AL1|2017-05-18 11:28:55|-362|31
S-SA-AL1|2017-05-18 11:29:09|-364|30
S-SA-AL1|2017-05-18 11:29:23|-364|30
S-SA-AL1|2017-05-18 11:29:38|-365|34
S-SA-AL1|2017-05-18 11:29:52|-365|34
S-SA-AL1|2017-05-18 11:30:06|-369|33
S-SA-AL1|2017-05-18 11:30:21|-369|32
S-SA-AL1|2017-05-18 11:30:35|-376|30
S-SA-AL1|2017-05-18 11:30:50|-306|31
S-SA-AL1|2017-05-18 11:31:04|-309|30
S-SA-AL1|2017-05-18 11:31:18|-378|34
S-SA-AL1|2017-05-18 11:31:33|-313|31
S-SA-AL1|2017-05-18 11:31:47|-384|34
S-SA-AL1|2017-05-18 11:32:02|-312|30
S-SA-AL1|2017-05-18 11:32:16|-308|31
S-SA-AL1|2017-05-18 11:32:31|-378|33
S-SA-AL1|2017-05-18 11:32:45|-307|34
S-SA-AL1|2017-05-18 11:32:59|-378|32
S-SA-AL1|2017-05-18 11:33:14|-313|34
S-SA-AL1|2017-05-18 11:33:28|-311|34
S-SA-AL1|2017-05-18 11:33:43|-310|34
S-SA-AL1|2017-05-18 11:33:57|-313|33
S-SA-AL1|2017-05-18 11:34:11|-385|31
S-SA-AL1|2017-05-18 11:34:26|-389|30
S-SA-AL1|2017-05-18 11:34:40|-321|30
S-SA-AL1|2017-05-18 11:34:55|-393|33
S-SA-AL1|2017-05-18 11:35:09|-321|32
S-SA-AL1|2017-05-18 11:35:23|-322|31
S-SA-AL1|2017-05-18 11:35:38|-325|33
S-SA-AL1|2017-05-18 11:35:52|-396|31
S-SA-AL1|2017-05-18 11:36:07|-324|30
S-SA-AL1|2017-05-18 11:36:21|-392|34
S-SA-AL1|2017-05-18 11:36:35|-396|33
S-SA-AL1|2017-05-18 11:36:50|-327|31
S-SA-AL1|2017-05-18 11:37:04|-328|30
S-SA-AL1|2017-05-18 11:37:19|-263|32
S-SA-AL1|2017-05-18 11:37:33|-331|31
S-SA-AL1|2017-05-18 11:37:48|-326|33
S-SA-AL1|2017-05-18 11:38:02|-325|30
S-SA-AL1|2017-05-18 11:38:16|-397|33
S-SA-AL1|2017-05-18 11:38:31|-396|33
S-SA-AL1|2017-05-18 11:38:45|-400|32
S-SA-AL1|2017-05-18 11:39:00|-332|30
S-SA-AL1|2017-05-18 11:39:14|-332|34
S-SA-AL1|2017-05-18 11:39:28|-333|34
S-SA-AL1|2017-05-18 11:39:43|-400|31
S-SA-AL1|2017-05-18 11:39:57|-263|32
S-SA-AL1|2017-05-18 11:40:12|-264|31
S-SA-AL1|2017-05-18 11:40:26|-267|30
S-SA-AL1|2017-05-18 11:40:41|-339|33
S-SA-AL1|2017-05-18 11:40:55|-338|33
S-SA-AL1|2017-05-18 11:41:09|-270|31
S-SA-AL1|2017-05-18 11:41:24|-270|33
S-SA-AL1|2017-05-18 11:41:38|-271|30
S-SA-AL1|2017-05-18 11:41:52|-342|33
S-SA-AL1|2017-05-18 11:42:07|-273|34
S-SA-AL1|2017-05-18 11:42:21|-274|34
S-SA-AL1|2017-05-18 11:42:36|-277|30
S-SA-AL1|2017-05-18 11:42:50|-346|31
S-SA-AL1|2017-05-18 11:43:05|-350|30
S-SA-AL1|2017-05-18 11:43:19|-349|30
S-SA-AL1|2017-05-18 11:43:33|-349|34
S-SA-AL1|2017-05-18 11:43:48|-281|32
S-SA-AL1|2017-05-18 11:44:02|-281|32
S-SA-AL1|2017-05-18 11:44:17|-285|31
S-SA-AL1|2017-05-18 11:44:31|-284|31
S-SA-AL1|2017-05-18 11:44:45|-356|34
S-SA-AL1|2017-05-18 11:45:00|-284|33
S-SA-AL1|2017-05-18 11:45:14|-359|30
S-SA-AL1|2017-05-18 11:45:29|-359|32
S-SA-AL1|2017-05-18 11:45:43|-291|30
S-SA-AL1|2017-05-18 11:45:57|-288|31
S-SA-AL1|2017-05-18 11:46:12|-363|33
S-SA-AL1|2017-05-18 11:46:26|-291|34
S-SA-AL1|2017-05-18 11:46:41|-294|31
S-SA-AL1|2017-05-18 11:46:55|-294|30
S-SA-AL1|2017-05-18 11:47:10|-294|32
S-SA-AL1|2017-05-18 11:47:24|-362|34
S-SA-AL1|2017-05-18 11:47:38|-361|31
S-SA-AL1|2017-05-18 11:47:53|-293|34
S-SA-AL1|2017-05-18 11:48:07|-293|32
S-SA-AL1|2017-05-18 11:48:22|-296|33
S-SA-AL1|2017-05-18 11:48:36|-296|30
S-SA-AL1|2017-05-18 11:48:50|-295|33
S-SA-AL1|2017-05-18 11:49:05|-367|31
S-SA-AL1|2017-05-18 11:49:19|-299|34
S-SA-AL1|2017-05-18 11:49:34|-367|33
S-SA-AL1|2017-05-18 11:49:48|-370|34
S-SA-AL1|2017-05-18 11:50:03|-370|31
S-SA-AL1|2017-05-18 11:50:17|-370|34
S-SA-AL1|2017-05-18 11:50:31|-298|33
S-SA-AL1|2017-05-18 11:50:46|-301|34
S-SA-AL1|2017-05-18 11:51:00|-301|31
S-SA-AL1|2017-05-18 11:51:15|-369|30
S-SA-AL1|2017-05-18 11:51:29|-301|33
S-SA-AL1|2017-05-18 11:51:43|-301|31
S-SA-AL1|2017-05-18 11:51:58|-375|30
S-SA-AL1|2017-05-18 11:52:12|-375|33
S-SA-AL1|2017-05-18 11:52:27|-375|30
S-SA-AL1|2017-05-18 11:52:41|-303|34
S-SA-AL1|2017-05-18 11:52:56|-306|30
S-SA-AL1|2017-05-18 11:53:10|-375|34
S-SA-AL1|2017-05-18 11:53:25|-306|30
S-SA-AL1|2017-05-18 11:53:39|-304|33
S-SA-AL1|2017-05-18 11:53:54|-367|31
S-SA-AL1|2017-05-18 11:54:08|-295|32
S-SA-AL1|2017-05-18 11:54:22|-366|33
S-SA-AL1|2017-05-18 11:54:37|-297|34
S-SA-AL1|2017-05-18 11:54:51|-365|30
S-SA-AL1|2017-05-18 11:55:06|-293|32
S-SA-AL1|2017-05-18 11:55:20|-295|31
S-SA-AL1|2017-05-18 11:55:35|-291|30
S-SA-AL1|2017-05-18 11:55:49|-362|30
S-SA-AL1|2017-05-18 11:56:04|-293|31
S-SA-AL1|2017-05-18 11:56:18|-361|33
S-SA-AL1|2017-05-18 11:56:33|-289|34
S-SA-AL1|2017-05-18 11:56:47|-360|30
S-SA-AL1|2017-05-18 11:57:02|-290|33
S-SA-AL1|2017-05-18 11:57:16|-358|30
S-SA-AL1|2017-05-18 11:57:30|-358|32
S-SA-AL1|2017-05-18 11:57:45|-354|33
S-SA-AL1|2017-05-18 11:57:59|-284|32
S-SA-AL1|2017-05-18 11:58:14|-283|32
S-SA-AL1|2017-05-18 11:58:28|-347|32
S-SA-AL1|2017-05-18 11:58:43|-349|34
S-SA-AL1|2017-05-18 11:58:57|-273|34
S-SA-AL1|2017-05-18 11:59:12|-344|30
S-SA-AL1|2017-05-18 11:59:26|-343|30
S-SA-AL1|2017-05-18 11:59:41|-271|34
S-SA-AL1|2017-05-18 11:59:55|-270|34
S-SA-AL1|2017-05-18 12:00:11|-272|34
S-SA-AL1|2017-05-18 12:00:27|-443|34
S-SA-AL1|2017-05-18 12:00:41|-438|32
S-SA-AL1|2017-05-18 12:00:56|-437|32
S-SA-AL1|2017-05-18 12:01:10|-435|32
S-SA-AL1|2017-05-18 12:01:25|-435|34
S-SA-AL1|2017-05-18 12:01:39|-340|33
S-SA-AL1|2017-05-18 12:01:54|-432|32
S-SA-AL1|2017-05-18 12:02:08|-417|33
S-SA-AL1|2017-05-18 12:02:23|-411|34
S-SA-AL1|2017-05-18 12:02:37|-414|33
S-SA-AL1|2017-05-18 12:02:52|-316|30
S-SA-AL1|2017-05-18 12:03:06|-414|33
S-SA-AL1|2017-05-18 12:03:21|-309|31
S-SA-AL1|2017-05-18 12:03:35|-312|30
S-SA-AL1|2017-05-18 12:03:50|-311|30
S-SA-AL1|2017-05-18 12:04:04|-306|31
S-SA-AL1|2017-05-18 12:04:19|-402|31
S-SA-AL1|2017-05-18 12:04:33|-396|32
S-SA-AL1|2017-05-18 12:04:48|-297|32
S-SA-AL1|2017-05-18 12:05:02|-296|32
S-SA-AL1|2017-05-18 12:05:16|-392|33
S-SA-AL1|2017-05-18 12:05:31|-387|34
S-SA-AL1|2017-05-18 12:05:45|-386|34
S-SA-AL1|2017-05-18 12:06:00|-384|34
S-SA-AL1|2017-05-18 12:06:14|-285|33
S-SA-AL1|2017-05-18 12:06:29|-284|33
S-SA-AL1|2017-05-18 12:06:43|-283|33
S-SA-AL1|2017-05-18 12:06:58|-375|30
S-SA-AL1|2017-05-18 12:07:12|-373|30
S-SA-AL1|2017-05-18 12:07:27|-280|31
S-SA-AL1|2017-05-18 12:07:41|-274|32
S-SA-AL1|2017-05-18 12:07:56|-370|30
S-SA-AL1|2017-05-18 12:08:10|-364|31
S-SA-AL1|2017-05-18 12:08:25|-270|32
S-SA-AL1|2017-05-18 12:08:39|-366|30
S-SA-AL1|2017-05-18 12:08:54|-263|33
S-SA-AL1|2017-05-18 12:09:08|-359|31
S-SA-AL1|2017-05-18 12:09:23|-261|33
S-SA-AL1|2017-05-18 12:09:37|-264|32
S-SA-AL1|2017-05-18 12:09:52|-352|30
S-SA-AL1|2017-05-18 12:10:06|-355|34
S-SA-AL1|2017-05-18 12:10:21|-440|34
S-SA-AL1|2017-05-18 12:10:35|-438|30
S-SA-AL1|2017-05-18 12:10:50|-433|31
S-SA-AL1|2017-05-18 12:11:04|-338|34
S-SA-AL1|2017-05-18 12:11:19|-332|30
S-SA-AL1|2017-05-18 12:11:33|-428|33
S-SA-AL1|2017-05-18 12:11:48|-330|30
S-SA-AL1|2017-05-18 12:12:02|-422|32
S-SA-AL1|2017-05-18 12:12:17|-327|30
S-SA-AL1|2017-05-18 12:12:31|-325|33
S-SA-AL1|2017-05-18 12:12:46|-410|34
S-SA-AL1|2017-05-18 12:13:00|-408|32
S-SA-AL1|2017-05-18 12:13:15|-402|33
S-SA-AL1|2017-05-18 12:13:29|-307|31
S-SA-AL1|2017-05-18 12:13:44|-301|30
S-SA-AL1|2017-05-18 12:13:58|-299|32
S-SA-AL1|2017-05-18 12:14:13|-385|33
S-SA-AL1|2017-05-18 12:14:27|-286|32
S-SA-AL1|2017-05-18 12:14:42|-284|30
S-SA-AL1|2017-05-18 12:14:56|-282|33
S-SA-AL1|2017-05-18 12:15:11|-372|30
S-SA-AL1|2017-05-18 12:15:25|-273|34
S-SA-AL1|2017-05-18 12:15:40|-268|30
S-SA-AL1|2017-05-18 12:15:54|-362|31
S-SA-AL1|2017-05-18 12:16:09|-356|32
S-SA-AL1|2017-05-18 12:16:23|-447|32
S-SA-AL1|2017-05-18 12:16:38|-349|31
S-SA-AL1|2017-05-18 12:16:52|-347|31
S-SA-AL1|2017-05-18 12:17:07|-501|30
S-SA-AL1|2017-05-18 12:17:21|-480|30
S-SA-AL1|2017-05-18 12:17:36|-567|31
S-SA-AL1|2017-05-18 12:17:50|-410|33
S-SA-AL1|2017-05-18 12:18:05|-422|31
S-SA-AL1|2017-05-18 12:18:20|-419|34
S-SA-AL1|2017-05-18 12:18:34|-417|31
S-SA-AL1|2017-05-18 12:18:49|-314|32
S-SA-AL1|2017-05-18 12:19:03|-404|34
S-SA-AL1|2017-05-18 12:19:18|-305|33
S-SA-AL1|2017-05-18 12:19:32|-303|31
S-SA-AL1|2017-05-18 12:19:47|-394|30
S-SA-AL1|2017-05-18 12:20:01|-295|30
S-SA-AL1|2017-05-18 12:20:16|-390|31
S-SA-AL1|2017-05-18 12:20:30|-291|30
S-SA-AL1|2017-05-18 12:20:45|-381|32
S-SA-AL1|2017-05-18 12:20:59|-283|34
S-SA-AL1|2017-05-18 12:21:14|-281|34
S-SA-AL1|2017-05-18 12:21:28|-279|32
S-SA-AL1|2017-05-18 12:21:43|-365|30
S-SA-AL1|2017-05-18 12:21:57|-358|34
S-SA-AL1|2017-05-18 12:22:12|-357|34
S-SA-AL1|2017-05-18 12:22:26|-355|32
S-SA-AL1|2017-05-18 12:22:41|-445|34
S-SA-AL1|2017-05-18 12:22:55|-341|32
S-SA-AL1|2017-05-18 12:23:10|-435|33
S-SA-AL1|2017-05-18 12:23:25|-430|34
S-SA-AL1|2017-05-18 12:23:39|-324|30
S-SA-AL1|2017-05-18 12:23:54|-322|33
S-SA-AL1|2017-05-18 12:24:08|-316|31
S-SA-AL1|2017-05-18 12:24:23|-313|34
S-SA-AL1|2017-05-18 12:24:37|-311|32
S-SA-AL1|2017-05-18 12:24:52|-397|30
S-SA-AL1|2017-05-18 12:25:06|-297|32
S-SA-AL1|2017-05-18 12:25:21|-387|34
S-SA-AL1|2017-05-18 12:25:35|-382|30
S-SA-AL1|2017-05-18 12:25:50|-286|31
S-SA-AL1|2017-05-18 12:26:04|-280|30
S-SA-AL1|2017-05-18 12:26:19|-276|30
S-SA-AL1|2017-05-18 12:26:34|-270|34
S-SA-AL1|2017-05-18 12:26:48|-262|31
S-SA-AL1|2017-05-18 12:27:03|-348|34
S-SA-AL1|2017-05-18 12:27:17|-442|33
S-SA-AL1|2017-05-18 12:27:32|-337|31
S-SA-AL1|2017-05-18 12:27:47|-330|32
S-SA-AL1|2017-05-18 12:28:01|-327|33
S-SA-AL1|2017-05-18 12:28:16|-319|34
S-SA-AL1|2017-05-18 12:28:30|-405|32
S-SA-AL1|2017-05-18 12:28:45|-402|33
S-SA-AL1|2017-05-18 12:28:59|-297|33
S-SA-AL1|2017-05-18 12:29:14|-387|31
S-SA-AL1|2017-05-18 12:29:29|-379|32
S-SA-AL1|2017-05-18 12:29:43|-372|33
S-SA-AL1|2017-05-18 12:29:58|-364|30
S-SA-AL1|2017-05-18 12:30:12|-264|32
S-SA-AL1|2017-05-18 12:30:27|-352|30
S-SA-AL1|2017-05-18 12:30:42|-340|30
S-SA-AL1|2017-05-18 12:30:56|-336|30
S-SA-AL1|2017-05-18 12:31:11|-329|32
S-SA-AL1|2017-05-18 12:31:25|-321|33
S-SA-AL1|2017-05-18 12:31:40|-309|33
S-SA-AL1|2017-05-18 12:31:55|-399|30
S-SA-AL1|2017-05-18 12:32:09|-395|31
S-SA-AL1|2017-05-18 12:32:24|-388|32
S-SA-AL1|2017-05-18 12:32:38|-376|30
S-SA-AL1|2017-05-18 12:32:53|-372|33
S-SA-AL1|2017-05-18 12:33:07|-364|34
S-SA-AL1|2017-05-18 12:33:22|-450|33
S-SA-AL1|2017-05-18 12:33:37|-446|31
S-SA-AL1|2017-05-18 12:33:51|-342|34
S-SA-AL1|2017-05-18 12:34:06|-432|31
S-SA-AL1|2017-05-18 12:34:20|-327|32
S-SA-AL1|2017-05-18 12:34:35|-319|33
S-SA-AL1|2017-05-18 12:34:50|-408|33
S-SA-AL1|2017-05-18 12:35:04|-309|30
S-SA-AL1|2017-05-18 12:35:19|-398|30
S-SA-AL1|2017-05-18 12:35:33|-389|34
S-SA-AL1|2017-05-18 12:35:48|-280|31
S-SA-AL1|2017-05-18 12:36:03|-271|30
S-SA-AL1|2017-05-18 12:36:17|-359|30
S-SA-AL1|2017-05-18 12:36:32|-443|31
S-SA-AL1|2017-05-18 12:36:47|-435|30
S-SA-AL1|2017-05-18 12:37:01|-330|31
S-SA-AL1|2017-05-18 12:37:16|-415|32
S-SA-AL1|2017-05-18 12:37:30|-410|30
S-SA-AL1|2017-05-18 12:37:45|-399|33
S-SA-AL1|2017-05-18 12:38:00|-390|32
S-SA-AL1|2017-05-18 12:38:14|-382|31
S-SA-AL1|2017-05-18 12:38:29|-281|31
S-SA-AL1|2017-05-18 12:38:44|-364|32
S-SA-AL1|2017-05-18 12:38:58|-448|31
S-SA-AL1|2017-05-18 12:39:13|-347|30
S-SA-AL1|2017-05-18 12:39:28|-427|32
S-SA-AL1|2017-05-18 12:39:42|-419|31
S-SA-AL1|2017-05-18 12:39:57|-415|30
S-SA-AL1|2017-05-18 12:40:11|-406|34
S-SA-AL1|2017-05-18 12:40:26|-297|30
S-SA-AL1|2017-05-18 12:40:41|-293|34
S-SA-AL1|2017-05-18 12:40:55|-284|33
S-SA-AL1|2017-05-18 12:41:10|-272|30
S-SA-AL1|2017-05-18 12:41:24|-361|30
S-SA-AL1|2017-05-18 12:41:39|-447|33
S-SA-AL1|2017-05-18 12:41:54|-438|30
S-SA-AL1|2017-05-18 12:42:08|-333|31
S-SA-AL1|2017-05-18 12:42:23|-426|30
S-SA-AL1|2017-05-18 12:42:38|-413|30
S-SA-AL1|2017-05-18 12:42:52|-308|31
S-SA-AL1|2017-05-18 12:43:07|-301|32
S-SA-AL1|2017-05-18 12:43:21|-291|34
S-SA-AL1|2017-05-18 12:43:36|-376|30
S-SA-AL1|2017-05-18 12:43:51|-367|34
S-SA-AL1|2017-05-18 12:44:05|-359|33
S-SA-AL1|2017-05-18 12:44:20|-355|31
S-SA-AL1|2017-05-18 12:44:35|-435|33
S-SA-AL1|2017-05-18 12:44:49|-427|32
S-SA-AL1|2017-05-18 12:45:04|-325|30
S-SA-AL1|2017-05-18 12:45:19|-317|34
S-SA-AL1|2017-05-18 12:45:33|-308|33
S-SA-AL1|2017-05-18 12:45:48|-393|34
S-SA-AL1|2017-05-18 12:46:02|-385|33
S-SA-AL1|2017-05-18 12:46:17|-377|30
S-SA-AL1|2017-05-18 12:46:32|-272|31
S-SA-AL1|2017-05-18 12:46:46|-360|33
S-SA-AL1|2017-05-18 12:47:01|-352|32
S-SA-AL1|2017-05-18 12:47:16|-436|33
S-SA-AL1|2017-05-18 12:47:30|-331|34
S-SA-AL1|2017-05-18 12:47:45|-420|34
S-SA-AL1|2017-05-18 12:47:59|-413|30
S-SA-AL1|2017-05-18 12:48:14|-405|32
S-SA-AL1|2017-05-18 12:48:29|-300|32
S-SA-AL1|2017-05-18 12:48:43|-293|34
S-SA-AL1|2017-05-18 12:48:58|-289|32
S-SA-AL1|2017-05-18 12:49:12|-277|30
S-SA-AL1|2017-05-18 12:49:27|-366|34
S-SA-AL1|2017-05-18 12:49:42|-358|31
S-SA-AL1|2017-05-18 12:49:56|-351|32
S-SA-AL1|2017-05-18 12:50:11|-343|34
S-SA-AL1|2017-05-18 12:50:25|-335|33
S-SA-AL1|2017-05-18 12:50:40|-331|31
S-SA-AL1|2017-05-18 12:50:55|-415|32
S-SA-AL1|2017-05-18 12:51:09|-315|32
S-SA-AL1|2017-05-18 12:51:24|-304|31
S-SA-AL1|2017-05-18 12:51:38|-394|34
S-SA-AL1|2017-05-18 12:51:53|-391|34
S-SA-AL1|2017-05-18 12:52:07|-291|31
S-SA-AL1|2017-05-18 12:52:22|-279|34
S-SA-AL1|2017-05-18 12:52:36|-369|31
S-SA-AL1|2017-05-18 12:52:51|-367|33
S-SA-AL1|2017-05-18 12:53:06|-359|30
S-SA-AL1|2017-05-18 12:53:20|-357|33
S-SA-AL1|2017-05-18 12:53:35|-443|31
S-SA-AL1|2017-05-18 12:53:49|-434|30
S-SA-AL1|2017-05-18 12:54:04|-334|30
S-SA-AL1|2017-05-18 12:54:19|-423|30
